	B cell	Dendritic	Endothelial	Fibroblast	Macrophage	Mast	T cell	myocyte	other	tumor
C9orf152	0.0	0.5495843887329102	0.5458603480972724	0.15106778521841166	0.0	0.0	0.05188112299402198	0.0	0.8924960186602288	0.38173066812606526
RPS11	1.7732502650479216	1.9475027689301414	1.6526512651112175	2.2351030463098636	2.2317548396004394	2.7053701287488923	3.222524232858355	2.8154316376880897	2.4453760816417778	0.8560749398733627
ELMO2	0.9772235295669747	2.594913835877065	1.812081821498751	1.8514913006143967	1.9947778766999602	2.3020889667689812	1.7398246153630104	1.7801795075502675	1.779240580909679	1.8974461249565697
CREB3L1	0.0	0.0	0.395547578966174	0.7459542850225406	0.0	0.0	0.042924074887198745	0.0	1.4105202080241588	0.20531629583255798
PNMA1	1.5249947678674554	2.760634473218836	1.9937690498175438	2.26585449551218	0.0	1.7192075444203507	1.5530967977612793	1.1542776891255746	1.4626311413280353	2.0078185251377585
MMP2	0.29298881446922626	0.0	2.9090628596627277	3.2208348916872374	1.8226599359613016	0.8162125325090359	0.06402789209435047	0.0	1.5350518291337958	1.9607731810362572
TMEM216	0.8270492383426461	0.0	1.479510748836043	1.3973743769692653	1.562341430477042	1.7835950184139306	1.4049022105526034	2.1084528877468744	1.649235187385435	2.1948492329509204
TRAF3IP2-AS1	1.2349114117798166	0.5739144350335345	1.3682098552496638	1.3052134068447308	0.7381809384619636	1.585255942259258	0.926694735388785	0.7718143899620233	1.255392701564536	0.8946085933619063
LRRC37A5P	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11757844078087157	0.05311468671310041
LOC653712	0.5897634433840275	0.5015412092517703	0.6654140501309258	0.6615013369696097	0.8386940744145847	0.5147721336725063	0.6469101032936098	0.7921239806069473	0.7410058897403172	0.6152554492034265
C10orf90	0.0	0.0	0.3824649332234576	0.3838101813868462	0.0	0.0	0.07083400248009997	0.0	1.036434188486743	0.5514673909991138
ZHX3	0.35487039376523793	0.29186975571318285	1.4393717321843686	1.2595268338002596	0.6901461193977344	0.2792581731219509	0.6475434685065157	0.5931815839811964	0.7386706755250682	0.8001874449127502
ERCC5	0.7963360777818314	1.831762800343315	1.321653787414288	1.6443838968608633	1.7323592855966725	1.980863829735621	2.0593465708677554	1.592655472207918	1.3040296293618414	1.753304147524734
GPR98	0.02669229826026741	0.0	0.05629327259040737	0.2250999414954154	0.0	0.0	0.14868679834087187	0.0	0.7284939461572623	1.0130422123514384
RXFP3	0.0	0.0	0.0	0.1979534690211471	0.0	0.0	0.0	0.0	0.0	0.05328312564255996
CTAGE10P	0.13540434760097605	0.0	0.33304544163258637	0.09838045248595194	0.10296395772023005	0.07336874498432161	0.15980599983186683	0.0	0.2169718742161378	0.08615109504575558
APBB2	0.19102801113011972	0.3949600476840232	1.9106572582748373	1.7446946456249242	0.4782724661445569	0.18835629087519393	0.28817138264549746	1.716689730752931	1.4763815516635697	1.4879599858609067
KLHL13	0.0	0.0	0.8627988616276743	1.2778481312573575	0.0	0.0	0.014119093642365816	0.0	0.7736862050850587	1.3608230770653102
PDCL3	2.065613799685284	3.4042762443686825	2.410169765802898	2.095369439998138	2.8030786515550905	2.3259877266596205	3.1115329176122546	1.9853335168304298	2.5474895304992526	2.3972532342014503
AEN	2.1935478708292093	0.4197429418563842	1.9344973410802826	1.3411662907060662	1.0202143108194255	0.7272519632503905	1.4725004857718573	1.5751585053952732	1.541806570796585	1.7539740815151985
FRG2	0.1840809341862219	0.13360881337798758	0.13528182309701822	0.12205114207748123	0.0	0.08303240456551456	0.14798247512668206	0.48179018497467047	0.17054221164804273	0.1580525347076746
DECR1	2.012426183596152	2.1264384961486975	2.818123916849386	2.5146324426500573	2.5851427349894753	2.642343490416503	2.179835459506331	2.9729799895190605	2.5745883672310836	2.4965301764000727
SALL1	0.0	0.0	0.0	0.3006003770818755	0.0	0.0	0.026056844592743766	0.0	0.0	0.18168159259972977
GGT3P	0.0	0.0	0.0	0.11359552466945122	0.0	0.0	0.3601656055431014	0.0	0.27594580412997005	0.3956850065602282
CADM4	0.33864446849852775	0.0	0.28168033646139407	0.22275348036593143	0.0	0.0	0.0	0.0	0.740363194400697	0.5585929725276925
RPS18	2.8277336210294304	2.6433955271943166	1.8302630924018932	2.46259350829345	0.5929147016393159	2.8482986783306616	3.5117045332241723	2.2329992304845665	2.718652887094035	0.7602762050713164
SLC10A7	1.6148464232166104	0.4740281403064728	1.4727047901111516	0.915134082000178	1.1897795359499157	1.2695159341812912	0.96717623279889	1.5650103538280966	0.9998847989832549	1.2037973749940647
OR2K2	0.0	0.0	0.0	0.21100843312328318	0.0	0.0	0.0	0.0	0.0	0.12077006517195067
BRIX1	1.333267932462703	0.2704508602619171	2.617299850173811	2.1139670181439403	1.822726316927208	2.351305415780559	1.6353011592916775	2.415606964471242	2.485889001956033	2.326006072254395
LMAN1	2.527304728269809	0.0	2.288400133273571	2.124199226472681	1.5974220735982374	1.6735944498276176	1.7155083373935933	2.313964081309541	2.0596272858738556	1.7981461387954996
CHD8	0.9353182330010189	1.0940014845548842	1.5812913359236513	1.3836961247840955	1.2520687620035493	1.2135643621551098	1.4085513833975662	0.3551765382289886	1.2261774528811469	1.3368226749483676
SUMO1	2.4114128526941796	2.7896099796519285	2.779817103160279	2.850290986965282	1.8303900977637264	2.9343833517200646	3.0134766341658312	2.909529961454109	2.824407330597405	1.5572135664057951
MIR941-2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2720569291321961
GP1BA	0.16844881278018597	0.0	0.06680728989018003	0.38797622551113103	0.0	0.0	0.4200727817997381	0.0	0.8790772267654828	0.20753031493617666
BSN-AS2	0.6204124280056482	0.540654763877527	0.6168576194146449	0.6174690269526929	0.4484949157827183	0.5277742977118516	0.6748313693372262	0.8171391329814318	0.9069092087931587	0.4944242810541631
BOLA3-AS1	0.5396274781522233	0.44298141101577915	0.7148376382075552	0.8002744016923165	0.8987184198381621	1.058403629859272	0.6983090319601244	0.874451106564967	0.9461809156458186	0.7683338260943027
UQCR11	2.4222130311217995	1.9046088298732062	2.3893547055263498	2.4448818536563066	1.8896013205996962	2.561371864865358	2.742294816405492	1.888312586303059	2.481825295566977	1.5050393257672667
DDB1	2.0895487983286825	1.3423657417297363	2.4736390175629785	2.296826931353013	2.4673561203420293	2.8891559599164487	2.105550638186588	2.6969605499882197	2.2467684094568106	2.0848831847628917
MYO9B	1.4625771075668466	1.4232660799373207	1.0819475833045666	1.1624343523364717	1.482976636001282	1.1609414858504903	1.383637217954152	0.8125335719134594	1.1037125213622618	0.914894700767929
MMP7	0.256164893670226	0.0	0.47011679912687016	0.988289609943751	1.5463070638722838	0.0	0.09640370359449894	0.0	2.359999610521139	1.3567135488412863
CRNKL1	1.6638310654935042	0.0	1.6725612410989046	1.3805514186837893	1.576024140184347	0.7758142364542189	1.5325425659528937	1.8918569196521517	1.4280893861883224	1.7716534802207722
XAB2	1.0432246791710447	1.2398776972788332	1.6862910278322594	1.4011823209407133	1.7277205274075114	1.8373673451303234	1.4334577031846496	1.8275883473419108	1.337419104558616	1.3844918740592438
RTN1	0.0	0.0	0.33499904332833735	0.2519091232156595	1.4993854148849777	0.0	0.0	0.0	0.0	0.31641370570766003
